,Applicant ID,Business Structure,Country,Location,NAICS,Business Ownership (1),Business Ownership (2),Business Ownership (3),Business Ownership (4),Business Ownership (5),Personal Credit Score,Business Credit Score,Annual Revenue (2 years ago),Annual Revenue (1 year ago),Annual Revenue (latest year),Net Profit Margin,Business Debt (2 years ago),Business Debt (1 year ago),Business Debt (latest year),NOI (2 years ago),NOI (1 year ago),NOI (latest year),DSCR (2 years ago),DSCR (1 year ago),DSCR (latest year),Industry Experience,Managerial Experience,Years in Business,Collateral Availability,Loan Amount,Fast Approval,For Profit,Acquisition Request,Working Capital,Business Expansion,Equipment Purchase or Leasing,Inventory Purchase,Real Estate Acquisition or Improvement,Business Acquisition or Buyout,Refinancing Existing Debt,Emergency Funds,Franchise Financing,Contract Financing,Licensing or Permits,Line of Credit Establishment
422,423,LLC,US,"Washington, DC",522130,100,0,0,0,0,692,189,190000,269000,625000,12.3,71975,145094,193475,120918,211837,139302,1.68,1.46,0.72,11,15,6,False,4878000,False,True,True,True,True,False,False,True,True,False,True,False,False,True,False
423,424,Sole Proprietorship,US,"North Las Vegas, NV",611420,100,0,0,0,0,695,149,618000,835000,348000,8.41,88011,246890,88835,157539,335770,105713,1.79,1.36,1.19,20,9,0,False,3332000,False,True,False,False,False,False,True,True,True,True,False,False,False,True,True
424,425,Sole Proprietorship,US,"Raleigh, NC",931290,100,0,0,0,0,663,166,1131000,583000,1203000,11.53,393389,136210,423825,456331,153917,712026,1.16,1.13,1.68,12,12,15,False,2019000,False,True,True,True,True,True,True,False,True,True,True,False,False,True,True
425,426,Sole Proprietorship,US,"Pasadena, TX",453920,100,0,0,0,0,473,142,1412000,226000,1057000,1.1,326075,57338,162851,427158,55617,197049,1.31,0.97,1.21,19,19,3,True,3334000,False,True,False,False,True,False,False,True,True,False,True,True,True,True,False
426,427,LLC,US,"Lincoln, NE",621391,73,27,0,0,0,716,181,1473000,359000,1160000,2.48,301018,73646,232841,310048,100895,244483,1.03,1.37,1.05,10,7,1,True,584000,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False
427,428,S Corporation (S-Corp),US,"Des Moines, IA",621310,100,0,0,0,0,797,194,1193000,1127000,938000,2.3,120573,354095,428916,66315,336390,317397,0.55,0.95,0.74,17,17,4,False,1376000,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False
428,429,Sole Proprietorship,US,"Houston, TX",926120,100,0,0,0,0,846,125,158000,1379000,837000,5.91,70445,188686,314688,102849,233970,305247,1.46,1.24,0.97,14,13,8,True,1954000,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True
429,430,Sole Proprietorship,US,"Long Beach, CA",541211,100,0,0,0,0,811,181,397000,496000,884000,6.39,388679,128319,219478,353697,218142,265568,0.91,1.7,1.21,12,19,12,False,1756000,False,True,False,False,True,False,False,False,True,True,True,True,True,False,False
430,431,LLC,US,"San Bernardino, CA",722320,100,0,0,0,0,772,190,489000,1156000,1037000,14.15,102143,204562,137430,163428,405032,208893,1.6,1.98,1.52,7,20,9,False,3945000,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True
431,432,Sole Proprietorship,US,"Fort Collins, CO",931170,100,0,0,0,0,786,148,644000,898000,786000,3.85,303392,263604,488457,309459,263604,678955,1.02,1.0,1.39,17,15,1,True,4636000,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True
432,433,LLC,US,"Fullerton, CA",931130,34,24,21,21,0,594,107,1149000,1459000,1482000,8.27,435843,52969,241618,597104,60914,374507,1.37,1.15,1.55,18,5,11,True,937000,False,True,False,True,False,True,True,True,False,True,True,True,True,False,False
433,434,LLC,US,"Yonkers, NY",444130,100,0,0,0,0,737,176,556000,462000,424000,11.43,87356,321464,198398,82988,260385,271805,0.95,0.81,1.37,6,20,5,True,3665000,False,True,True,False,False,False,True,False,False,True,True,False,False,False,True
434,435,Sole Proprietorship,US,"Visalia, CA",561990,40,20,20,20,0,743,162,1237000,1437000,400000,2.76,464698,284178,189170,687753,375114,291321,1.48,1.32,1.54,8,4,14,False,3425000,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False
435,436,LLC,US,"Vancouver, WA",931540,100,0,0,0,0,843,125,529000,815000,1117000,0.73,173451,225799,70910,222017,370310,127638,1.28,1.64,1.8,11,11,12,False,3529000,False,True,True,True,False,False,False,False,True,False,False,False,False,False,True
436,437,LLC,US,"Hayward, CA",722515,79,21,0,0,0,626,124,815000,651000,258000,6.23,261682,239587,169190,484111,359380,196260,1.85,1.5,1.16,20,11,1,True,3302000,False,True,True,False,True,True,True,False,True,True,True,False,True,True,False
437,438,LLC,US,"Lubbock, TX",931420,40,39,21,0,0,547,146,570000,281000,1020000,9.17,198310,153081,56367,253836,177573,90187,1.28,1.16,1.6,15,17,6,False,3035000,False,True,True,False,False,True,True,True,False,False,False,True,False,False,True
438,439,S Corporation (S-Corp),US,"Houston, TX",931220,100,0,0,0,0,677,108,824000,695000,1059000,1.01,225260,286014,398312,166692,343216,549670,0.74,1.2,1.38,5,4,4,False,1228000,False,True,True,False,False,False,False,True,False,True,True,True,True,True,False
439,440,LLC,US,"Fresno, CA",812113,100,0,0,0,0,675,154,1425000,867000,738000,4.82,330571,316580,148528,390073,436880,182689,1.18,1.38,1.23,15,11,14,False,2676000,False,True,True,True,False,False,False,True,True,True,True,False,True,True,False
440,441,LLC,US,"Bakersfield, CA",927110,69,31,0,0,0,818,191,290000,804000,857000,3.15,157180,240712,286339,215336,67399,469595,1.37,0.28,1.64,15,3,10,True,4404000,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True
441,442,Sole Proprietorship,US,"Houston, TX",722515,100,0,0,0,0,763,194,1113000,768000,1454000,10.59,483051,77218,288138,608644,68724,305426,1.26,0.89,1.06,6,17,8,True,4948000,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
442,443,LLC,US,"Tucson, AZ",611110,40,39,21,0,0,826,168,1467000,401000,151000,3.52,216111,87713,89325,289588,138586,146493,1.34,1.58,1.64,5,18,5,False,4970000,False,True,True,False,True,False,False,False,False,False,False,True,True,True,False
443,444,S Corporation (S-Corp),US,"Tampa, FL",512110,100,0,0,0,0,599,132,725000,223000,1366000,9.66,392861,243412,485334,412504,182559,844481,1.05,0.75,1.74,18,17,10,False,559000,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False
444,445,Sole Proprietorship,US,"Pomona, CA",561311,100,0,0,0,0,749,150,1321000,1096000,910000,11.49,322880,474945,451387,406828,446448,487497,1.26,0.94,1.08,19,16,1,False,475000,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True
445,446,LLC,US,"Port St. Lucie, FL",931420,78,22,0,0,0,817,194,664000,198000,770000,7.39,439192,201571,469697,505070,169319,535454,1.15,0.84,1.14,2,12,4,False,4647000,False,True,False,False,True,True,False,True,False,False,False,False,True,False,True
446,447,S Corporation (S-Corp),US,"Savannah, GA",921190,100,0,0,0,0,748,160,1417000,1248000,1233000,11.08,138407,67570,433491,160552,81084,489844,1.16,1.2,1.13,1,7,2,False,3348000,False,True,True,True,False,False,True,False,True,False,True,False,False,True,False
447,448,LLC,US,"Denver, CO",441310,58,42,0,0,0,621,198,482000,293000,1462000,8.81,96876,139037,286293,125938,182138,380769,1.3,1.31,1.33,9,18,8,True,4198000,False,True,True,False,False,True,True,True,False,False,False,True,True,True,True
448,449,S Corporation (S-Corp),US,"Dayton, OH",931540,100,0,0,0,0,628,180,663000,1041000,330000,12.29,170324,295416,128981,236750,348590,156067,1.39,1.18,1.21,19,2,0,False,1673000,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
449,450,LLC,US,"Arlington, TX",711320,100,0,0,0,0,682,170,1107000,153000,619000,11.03,316102,124539,415798,221271,151937,577959,0.7,1.22,1.39,12,16,2,True,2145000,False,True,True,True,True,False,True,False,False,True,True,True,True,True,True
450,451,S Corporation (S-Corp),US,"Modesto, CA",931510,100,0,0,0,0,841,185,552000,755000,237000,6.72,203807,246693,81567,132474,345370,141110,0.65,1.4,1.73,20,13,3,False,1565000,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False
451,452,S Corporation (S-Corp),US,"Cary, NC",931190,100,0,0,0,0,748,177,1078000,348000,1208000,3.99,335332,63728,490231,422518,54168,622593,1.26,0.85,1.27,20,9,5,False,3836000,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True
452,453,LLC,US,"Olathe, KS",523930,100,0,0,0,0,584,152,1364000,1351000,882000,13.84,370199,182561,127891,396112,255585,125333,1.07,1.4,0.98,6,19,13,False,3300000,False,True,True,True,False,False,False,True,True,True,False,True,False,True,True
453,454,LLC,US,"St. Louis, MO",931330,30,29,21,20,0,814,114,737000,547000,696000,5.77,277917,92290,65615,283475,159661,95141,1.02,1.73,1.45,8,7,12,False,3378000,False,True,False,False,False,True,False,True,False,False,True,False,False,True,True
454,455,S Corporation (S-Corp),US,"Irving, TX",711110,45,32,23,0,0,789,196,761000,726000,172000,5.5,403328,302696,96378,629191,366262,161915,1.56,1.21,1.68,2,19,12,True,1620000,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False
455,456,S Corporation (S-Corp),US,"Mesa, AZ",424410,100,0,0,0,0,704,162,1135000,1409000,639000,0.94,396562,175704,59856,515530,182732,87389,1.3,1.04,1.46,10,1,10,False,2834000,False,True,False,False,False,False,True,True,False,True,False,True,True,True,False
456,457,Sole Proprietorship,US,"Moreno Valley, CA",931130,100,0,0,0,0,840,159,386000,1398000,1376000,14.73,68501,408880,153331,101381,445679,202396,1.48,1.09,1.32,17,4,6,False,3246000,False,True,True,True,True,False,True,True,False,False,False,False,True,True,False
457,458,S Corporation (S-Corp),US,"Miami, FL",611420,65,35,0,0,0,780,120,791000,240000,937000,10.23,254742,92711,462335,359186,156681,490075,1.41,1.69,1.06,2,15,7,False,4745000,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True
458,459,S Corporation (S-Corp),US,"Durham, NC",517311,100,0,0,0,0,599,100,1146000,523000,550000,3.95,102451,200237,161845,142406,272322,218490,1.39,1.36,1.35,5,11,7,True,3421000,False,True,False,True,False,False,True,False,True,True,False,True,True,True,True
459,460,LLC,US,"Tempe, AZ",441310,77,23,0,0,0,832,133,476000,1391000,1088000,10.85,128300,100337,284246,166790,132444,358149,1.3,1.32,1.26,16,1,7,False,1137000,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False
460,461,Sole Proprietorship,US,"Visalia, CA",931350,64,36,0,0,0,684,184,934000,451000,409000,14.33,490258,218722,257489,514770,229658,391383,1.05,1.05,1.52,18,2,4,True,2778000,False,True,True,True,True,True,False,False,False,True,False,False,True,False,False
461,462,Sole Proprietorship,US,"Laredo, TX",621391,100,0,0,0,0,625,141,196000,1131000,1312000,3.4,404928,377529,419606,178168,577619,591644,0.44,1.53,1.41,20,9,12,True,962000,False,True,True,False,True,True,False,False,True,False,True,True,True,False,True
462,463,LLC,US,"Buffalo, NY",924120,100,0,0,0,0,786,105,1168000,534000,1462000,5.39,339762,78919,136931,404316,69448,175271,1.19,0.88,1.28,19,3,8,False,2481000,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False
463,464,S Corporation (S-Corp),US,"Mobile, AL",931350,100,0,0,0,0,700,168,779000,941000,934000,3.18,367102,92006,294031,583692,88325,438106,1.59,0.96,1.49,9,2,13,False,4161000,False,True,False,True,False,True,True,False,True,False,True,False,False,False,False
464,465,S Corporation (S-Corp),US,"Savannah, GA",722511,100,0,0,0,0,608,155,1243000,1118000,1049000,3.47,491222,343322,248457,530519,391387,275787,1.08,1.14,1.11,11,7,3,False,2464000,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True
465,466,LLC,US,"Colorado Springs, CO",922120,58,22,20,0,0,783,149,486000,1132000,1078000,6.78,85614,118612,179884,134413,166056,224855,1.57,1.4,1.25,6,14,5,True,966000,False,True,False,False,False,False,False,True,True,False,False,True,True,False,False
466,467,LLC,US,"Macon, GA",931350,100,0,0,0,0,769,169,1005000,1208000,1026000,10.04,332445,374773,195040,422205,558411,335468,1.27,1.49,1.72,1,8,13,False,3440000,False,True,True,False,False,True,True,True,True,False,False,True,True,False,True
467,468,S Corporation (S-Corp),US,"Palmdale, CA",484110,100,0,0,0,0,769,109,1402000,433000,770000,11.13,293369,94043,166198,308037,133541,234339,1.05,1.42,1.41,16,10,14,False,3173000,False,True,True,False,True,True,False,False,False,False,True,True,False,False,True
468,469,LLC,US,"Chicago, IL",931140,61,39,0,0,0,770,171,797000,552000,1121000,7.37,108887,190844,299630,140464,206111,440456,1.29,1.08,1.47,14,19,9,False,3852000,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False
469,470,S Corporation (S-Corp),US,"New York, NY",921130,100,0,0,0,0,826,194,1130000,1309000,388000,6.69,135369,253786,264822,138076,365451,227746,1.02,1.44,0.86,16,8,13,True,4938000,False,True,True,True,True,False,False,True,True,True,False,False,True,True,False
470,471,LLC,US,"Albuquerque, NM",931420,62,38,0,0,0,826,178,500000,667000,314000,14.71,241659,252794,142424,326239,245210,149545,1.35,0.97,1.05,16,12,3,False,2205000,False,True,True,False,False,False,False,False,False,False,True,False,False,True,True
471,472,LLC,US,"Lubbock, TX",541511,100,0,0,0,0,702,104,535000,1219000,521000,0.92,309551,320756,237909,405511,407360,318798,1.31,1.27,1.34,11,5,8,True,2508000,False,True,True,True,True,True,False,False,True,False,True,True,False,False,True
472,473,LLC,US,"Pasadena, TX",312120,100,0,0,0,0,676,164,1149000,788000,1140000,1.83,228606,474874,478150,301759,574597,578561,1.32,1.21,1.21,12,8,7,False,3846000,False,True,True,True,True,False,True,False,True,False,True,False,True,True,True
473,474,Sole Proprietorship,US,"Sioux Falls, SD",931480,54,46,0,0,0,395,184,1009000,399000,1016000,13.74,359343,70567,196897,571355,49396,261873,1.59,0.7,1.33,16,7,3,False,4300000,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True
474,475,Partnership,US,"Brownsville, TX",624410,100,0,0,0,0,596,146,420000,771000,1496000,13.28,174280,299394,456662,235278,203587,739792,1.35,0.68,1.62,19,13,5,False,3990000,False,True,True,False,True,True,False,False,False,False,True,False,True,False,False
475,476,Partnership,US,"Hialeah, FL",621210,71,29,0,0,0,838,191,1466000,921000,843000,14.84,120877,322502,460042,160766,538578,501445,1.33,1.67,1.09,20,0,14,False,1721000,False,True,True,False,False,True,True,False,True,False,True,True,False,True,False
476,477,LLC,US,"St. Louis, MO",931220,100,0,0,0,0,682,180,678000,744000,1121000,12.07,191976,396349,307105,293723,582633,267181,1.53,1.47,0.87,19,7,7,True,2821000,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True
477,478,Sole Proprietorship,US,"Mesquite, TX",929120,54,46,0,0,0,704,128,846000,1455000,457000,13.82,345179,493951,216652,459088,711289,303312,1.33,1.44,1.4,8,19,7,True,2003000,False,True,False,False,True,True,True,False,True,True,True,True,True,False,False
478,479,S Corporation (S-Corp),US,"Chandler, AZ",531110,71,29,0,0,0,814,158,430000,1311000,1014000,10.28,216952,332700,321193,308071,535647,507484,1.42,1.61,1.58,19,1,7,False,4164000,False,True,False,True,False,True,True,False,False,True,False,True,False,True,True
479,480,S Corporation (S-Corp),US,"Irving, TX",931210,100,0,0,0,0,776,130,321000,1001000,1236000,9.87,115715,217619,364471,124972,376480,539417,1.08,1.73,1.48,9,15,15,False,2056000,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False
480,481,LLC,US,"Grand Prairie, TX",561730,100,0,0,0,0,604,109,202000,1047000,1450000,14.38,271193,455247,125439,197970,441589,156798,0.73,0.97,1.25,19,1,7,False,3819000,False,True,False,False,True,False,True,False,True,True,False,False,False,False,True
481,482,LLC,US,"Santa Clarita, CA",931340,67,33,0,0,0,756,193,1035000,1457000,1360000,1.71,67066,208984,378360,99257,284218,544838,1.48,1.36,1.44,11,8,11,False,4162000,False,True,False,True,False,False,False,True,True,True,True,True,True,True,True
482,483,Sole Proprietorship,US,"Virginia Beach, VA",448120,100,0,0,0,0,685,188,571000,1404000,1145000,1.26,338793,369468,424172,457370,347299,428413,1.35,0.94,1.01,5,0,9,False,4573000,False,True,False,False,True,True,True,False,False,True,False,True,False,True,False
483,484,Sole Proprietorship,US,"Charleston, SC",931170,100,0,0,0,0,718,179,494000,844000,921000,8.51,228429,453839,348714,228429,363071,411482,1.0,0.8,1.18,5,16,5,True,1876000,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False
484,485,LLC,US,"Lancaster, CA",713210,100,0,0,0,0,775,196,286000,1280000,811000,7.54,71510,183183,480318,89387,201501,547562,1.25,1.1,1.14,16,14,8,True,4850000,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False
485,486,S Corporation (S-Corp),US,"Orlando, FL",813110,100,0,0,0,0,750,116,763000,931000,1071000,5.99,256857,427086,427023,470048,696150,542319,1.83,1.63,1.27,13,10,3,True,1888000,False,True,False,False,True,True,False,True,True,False,True,False,True,True,True
486,487,Sole Proprietorship,US,"Kansas City, KS",812910,75,25,0,0,0,757,107,1473000,328000,709000,7.59,214701,208851,130327,324198,221382,215039,1.51,1.06,1.65,16,12,13,False,2254000,False,True,False,False,False,False,True,True,False,True,True,False,True,True,True
487,488,LLC,US,"Arlington, TX",453920,100,0,0,0,0,657,186,312000,1355000,325000,10.72,156728,205900,127031,213150,319145,166410,1.36,1.55,1.31,12,18,7,False,465000,True,True,False,False,True,False,True,False,False,False,False,False,True,True,False
488,489,S Corporation (S-Corp),US,"Oakland, CA",811310,100,0,0,0,0,744,147,1099000,715000,771000,8.79,296564,299185,279244,358842,406891,315545,1.21,1.36,1.13,19,15,15,False,2370000,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True
489,490,LLC,US,"Chandler, AZ",522110,42,30,28,0,0,775,136,309000,1013000,1339000,14.97,102526,350129,259254,109702,647738,316289,1.07,1.85,1.22,14,17,8,False,2026000,False,True,True,False,True,False,True,False,False,False,True,False,False,False,False
490,491,LLC,US,"Olathe, KS",561311,100,0,0,0,0,758,150,1033000,1369000,667000,4.59,115170,411758,378371,169299,559990,476747,1.47,1.36,1.26,1,4,12,True,1390000,False,True,True,True,True,False,False,False,False,False,False,True,True,False,False
491,492,Partnership,US,"Oklahoma City, OK",931550,46,31,23,0,0,843,193,333000,397000,158000,6.98,208791,206067,54871,304834,265826,69137,1.46,1.29,1.26,11,2,7,False,2855000,False,True,True,True,False,True,False,True,False,False,False,True,True,False,False
492,493,S Corporation (S-Corp),US,"Tallahassee, FL",929120,100,0,0,0,0,788,156,1186000,1239000,1056000,3.09,295761,72195,462403,461387,76526,457778,1.56,1.06,0.99,14,12,5,True,4495000,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False
493,494,LLC,US,"Memphis, TN",931330,100,0,0,0,0,478,193,728000,428000,1334000,11.76,276819,354606,370593,274050,294322,374298,0.99,0.83,1.01,11,6,14,True,815000,False,True,True,False,True,True,True,True,True,False,False,True,False,False,True
494,495,Sole Proprietorship,US,"Orlando, FL",931550,100,0,0,0,0,803,193,1022000,1241000,1126000,14.99,206089,470821,229689,267915,786271,192938,1.3,1.67,0.84,14,4,5,True,4835000,False,True,True,False,False,False,True,False,True,True,False,False,False,False,True
495,496,LLC,US,"Stockton, CA",931180,100,0,0,0,0,834,119,903000,1221000,152000,12.4,326043,402171,104651,361907,378040,116162,1.11,0.94,1.11,20,8,9,False,4760000,False,True,False,True,False,True,True,True,True,True,True,True,False,True,False
496,497,LLC,US,"Chesapeake, VA",711510,100,0,0,0,0,748,195,707000,416000,1301000,10.88,314971,303711,203154,463007,227783,306762,1.47,0.75,1.51,6,5,7,True,1839000,False,True,True,True,False,False,False,False,True,False,False,True,False,True,False
497,498,S Corporation (S-Corp),US,"Seattle, WA",931450,100,0,0,0,0,761,122,1272000,456000,970000,14.68,420558,168303,241891,538314,171669,256404,1.28,1.02,1.06,14,20,7,False,1765000,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False
498,499,Sole Proprietorship,US,"Newark, NJ",541511,100,0,0,0,0,799,159,1057000,1166000,1278000,5.23,109865,164766,320171,161501,273511,355389,1.47,1.66,1.11,3,19,3,False,908000,False,True,True,True,False,True,False,True,False,True,True,True,True,False,False
499,500,LLC,US,"Kansas City, MO",813110,100,0,0,0,0,601,154,896000,1308000,349000,0.06,121237,434790,213048,106688,413050,262049,0.88,0.95,1.23,10,6,12,True,3201000,False,True,True,True,False,False,False,True,True,False,False,True,False,False,True
